estimate_id,food_id,method,basis,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,source_urls,estimated_date,model,method_version,review_status,selection_policy,assumptions,range_low_json,range_high_json,range_basis,limitations
EST_PH_DISH_042_V1,FC001301,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,100.46,2.33,16.87,2.65,1.08,0.87,86.71,,https://i.fnri.dost.gov.ph/fct/library/report/3100;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/3315;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1325 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_043_V1,FC001302,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,94.12,5.38,11.31,3.05,0.63,0.87,80.97,,https://i.fnri.dost.gov.ph/fct/library/report/3097;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/3315;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1325 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_044_V1,FC001303,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,114.50,3.54,11.27,6.13,0.99,1.00,76.75,,https://i.fnri.dost.gov.ph/fct/library/report/3109;https://i.fnri.dost.gov.ph/fct/library/report/3865;https://i.fnri.dost.gov.ph/fct/library/report/3315;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1325 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_045_V1,FC001304,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,72.76,5.85,8.29,1.80,0.18,,80.20,,https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1955 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_046_V1,FC001305,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,60.64,2.38,8.52,1.89,0.18,,77.90,31.00,https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/3757;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1955 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_047_V1,FC001306,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,38.73,0.67,8.83,0.08,0.17,0.17,62.32,0.00,https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1783 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_048_V1,FC001307,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,154.79,10.33,3.83,10.88,0.40,1.99,159.32,,https://i.fnri.dost.gov.ph/fct/library/report/3274;https://i.fnri.dost.gov.ph/fct/library/report/3865;https://i.fnri.dost.gov.ph/fct/library/report/4350;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://i.fnri.dost.gov.ph/fct/library/report/3443,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 840 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_049_V1,FC001308,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,179.89,10.03,19.92,6.69,0.28,0.11,44.51,75.21,https://i.fnri.dost.gov.ph/fct/library/report/4055;https://i.fnri.dost.gov.ph/fct/library/report/2983;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/4268,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 355 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_050_V1,FC001309,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,204.96,14.79,19.92,7.37,0.31,0.11,50.70,85.63,https://i.fnri.dost.gov.ph/fct/library/report/3819;https://i.fnri.dost.gov.ph/fct/library/report/2983;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/4268,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 355 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PERSONAL_001_V1,FC001791,LABEL_WEIGHT_UNIT_INFERENCE,per 100 g modeled edible food,361.9303,83.7802,3.3512,0.0000,,0.0000,345.1743,3.3512,https://athlene.com.ph/cdn/shop/products/Pure_Isolate_nutrition_facts_1.png?v=1580265813&width=1946,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Manufacturer panel checked visually. It prints serving size 29.84 without a unit; grams inferred from dry powder and 1 lb pack / printed servings. Fiber is unlisted, not zero. Match your actual pack; flavor-specific numbers are not interchangeable. Input mass 29.84 g; modeled final mass 29.84 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_002_V1,FC001792,LABEL_WEIGHT_UNIT_INFERENCE,per 100 g modeled edible food,361.0729,85.9697,3.4388,0.0000,,0.0000,347.3177,3.4388,https://athlene.com.ph/cdn/shop/products/6_fb90b81d-d365-463a-b114-c288c2e6d216.png?v=1603087577&width=1946,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Manufacturer panel checked visually. It prints serving size 29.08 without a unit; grams inferred from dry powder and 1 lb pack / printed servings. Fiber is unlisted, not zero. Match your actual pack; flavor-specific numbers are not interchangeable. Input mass 29.08 g; modeled final mass 29.08 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_003_V1,FC001793,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible food,334.8571,27.4238,0.0000,24.1286,0.0000,0.0000,93.8095,104.1429,https://fdc.nal.usda.gov/food-details/169550/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4261,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,USDA pan-fried sirloin with lean and fat proxies seared steak. Five grams additional butter retained; cut/doneness matter. Input mass 105 g; modeled final mass 105 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_004_V1,FC001794,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible food,238.8571,21.0476,0.0000,16.5048,0.0000,0.0000,58.0952,60.0000,https://fdc.nal.usda.gov/food-details/175168/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Cooked dry-heat Atlantic farmed salmon proxies searing; 5 g retained oil. No sauce or extra salt. Input mass 105 g; modeled final mass 105 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_005_V1,FC001795,COOKED_YIELD_CALCULATION,per 100 g modeled edible food,173.4737,30.5263,0.0000,5.7684,0.0000,0.0000,47.3684,36.8422,https://www.hawaii-seafood.org/wp-content/uploads/2023/01/6-Hawaii-Blue-Marlin-Nutrient-Label-Claims.pdf;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"113 g fresh Hawaii blue marlin assumed to yield 90 g cooked fish plus 5 g retained oil. No nutrient loss except water mass. Cooking yield unmeasured; species is blue marlin, not swordfish. Input mass 118 g; modeled final mass 95 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_006_V1,FC001796,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible food,203.6087,35.2304,1.3739,6.3522,0.3391,0.1522,179.4348,64.3478,https://i.fnri.dost.gov.ph/fct/library/search_item;https://i.fnri.dost.gov.ph/fct/library/report/3819;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3605,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,FNRI already-fried white meat plus assumed retained soy/calamansi marinade. No additional frying oil beyond source fried chicken. Not a measured home recipe. Input mass 115 g; modeled final mass 115 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_007_V1,FC001797,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible food,241.0000,25.0217,4.1130,13.0652,0.3391,0.1522,162.0435,78.2609,https://fdc.nal.usda.gov/food-details/171449/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3605,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"USDA flour-fried chicken, meat and skin, plus assumed soy/calamansi marinade. Flour and frying oil already in chicken proxy. Input mass 115 g; modeled final mass 115 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_008_V1,FC001798,BRANDED_MENU_PROXY,per 100 g modeled edible food,234.1905,23.6238,9.1762,11.4429,0.0000,6.0762,682.6190,116.1905,https://superbrands.s3.amazonaws.com/AAA%20MASTER%202%20PAGE%20PDF%20Case%20Studies/Philippines/Philippines%20Edition%209/Philippines%20Edition%209%20Chooks-to-Go.pdf;https://i.fnri.dost.gov.ph/fct/library/report/3972;https://i.fnri.dost.gov.ph/fct/library/report/4313,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Generic FNRI seasoned roast chicken plus assumed 5 g sugar per 100 g edible chicken; not Chooks laboratory data. Sweet Roast identity documented; proprietary marinade unknown. Input mass 105 g; modeled final mass 105 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_009_V1,FC001799,BRANDED_MENU_PROXY,per 100 g modeled edible food,226.0000,24.8000,4.7000,12.0000,0.0000,1.5000,716.0000,122.0000,https://superbrands.s3.amazonaws.com/AAA%20MASTER%202%20PAGE%20PDF%20Case%20Studies/Philippines/Philippines%20Edition%209/Philippines%20Edition%209%20Chooks-to-Go.pdf;https://i.fnri.dost.gov.ph/fct/library/report/3972,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Generic FNRI seasoned roast chicken proxy. Pepper Roast identity documented; actual marinade/salt and piece weights unknown. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_010_V1,FC001800,BRANDED_MENU_PROXY,per 100 g modeled edible food,226.0000,24.8000,4.7000,12.0000,0.0000,1.5000,716.0000,122.0000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://i.fnri.dost.gov.ph/fct/library/report/3972,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Generic seasoned-roast chicken proxy; bones and any side dishes excluded. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_011_V1,FC001801,BRANDED_MENU_PROXY,per 100 g modeled edible food,162.0000,26.2000,2.2000,5.4000,0.0000,0.7000,677.0000,108.0000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://i.fnri.dost.gov.ph/fct/library/report/3973,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Skin/visible-fat-removed FNRI roast proxy, not an official skinless menu nutrition value. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_012_V1,FC001802,BRANDED_MENU_PROXY,per 100 g modeled edible food,264.6441,18.7881,0.3517,20.2864,0.1017,0.0636,98.4322,72.6271,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://fdc.nal.usda.gov/food-details/175168/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4261;https://i.fnri.dost.gov.ph/fct/library/report/3605;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Atlantic farmed cooked salmon and assumed sauce; calamansi proxies citrus. Menu plate rice and muffin excluded. Input mass 118 g; modeled final mass 118 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_013_V1,FC001803,BRANDED_MENU_PROXY,per 100 g modeled edible food,216.5000,20.5650,1.3675,13.6975,0.1000,,210.7500,66.7500,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://fdc.nal.usda.gov/food-details/171170/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Cooked 80/20 ground-beef patty and canned mushroom gravy proxy. Rice/muffin excluded; 200 g is modeled mixture, not measured order weight. Input mass 200 g; modeled final mass 200 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_014_V1,FC001804,BRANDED_MENU_PROXY,per 100 g modeled edible food,90.0455,2.0368,10.5068,4.4809,1.2136,1.0814,44.3636,14.9545,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://i.fnri.dost.gov.ph/fct/library/report/3175;https://fdc.nal.usda.gov/food-details/168463/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4261,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Assumed potato, cooked spinach, milk and butter mixture; restaurant recipe and side weight unknown. Input mass 220 g; modeled final mass 220 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_015_V1,FC001805,BRANDED_MENU_PROXY,per 100 g modeled edible food,195.4167,7.8125,21.3875,8.5271,1.1250,1.1500,255.0417,26.4583,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://fdc.nal.usda.gov/food-details/169737/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4235;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4261,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Assumed cooked enriched pasta, processed cheddar, milk and butter; exact restaurant recipe unknown. Input mass 240 g; modeled final mass 240 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_016_V1,FC001806,BRANDED_MENU_PROXY,per 100 g modeled edible food,129.5000,2.6400,27.5700,0.9600,3.5800,6.0400,19.9000,0.0000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://i.fnri.dost.gov.ph/fct/library/report/2967;https://i.fnri.dost.gov.ph/fct/library/report/3319,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,Assumed 70/30 cooked edible corn kernels and carrots; no butter added to this reference mixture. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.,,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
