food_id,kind,group,name,source_food_id,source_url,estimate_id,modeled_mass_g
FC002343,reference,FNRI,"Water caltrop, boiled",D263,https://i.fnri.dost.gov.ph/fct/library/report/3542,,
FC002344,reference,FNRI,American black nightshade lvs,D001,https://i.fnri.dost.gov.ph/fct/library/report/3280,,
FC002345,reference,FNRI,Apat-apat fern lvs,D002,https://i.fnri.dost.gov.ph/fct/library/report/3281,,
FC002346,reference,FNRI,Aragan lvs,D003,https://i.fnri.dost.gov.ph/fct/library/report/3282,,
FC002347,reference,FNRI,Asystasia lvs & stems,D004,https://i.fnri.dost.gov.ph/fct/library/report/3283,,
FC002348,reference,FNRI,Aurora lvs & stems,D005,https://i.fnri.dost.gov.ph/fct/library/report/3284,,
FC002349,reference,FNRI,Bago lvs,D006,https://i.fnri.dost.gov.ph/fct/library/report/3285,,
FC002350,reference,FNRI,Banana stem,D012,https://i.fnri.dost.gov.ph/fct/library/report/3291,,
FC002351,reference,FNRI,Bayuno fruit,D015,https://i.fnri.dost.gov.ph/fct/library/report/3294,,
FC002352,reference,FNRI,Blue pea pod,D023,https://i.fnri.dost.gov.ph/fct/library/report/3302,,
FC002353,reference,FNRI,Borreria lvs & stems,D024,https://i.fnri.dost.gov.ph/fct/library/report/3303,,
FC002354,reference,FNRI,Breadnut fruit,D030,https://i.fnri.dost.gov.ph/fct/library/report/3309,,
FC002355,reference,FNRI,Breadnut seed,D031,https://i.fnri.dost.gov.ph/fct/library/report/3310,,
FC002356,reference,FNRI,Bulak-bulakan pod,D032,https://i.fnri.dost.gov.ph/fct/library/report/3311,,
FC002357,reference,FNRI,Busi-busi lvs,D033,https://i.fnri.dost.gov.ph/fct/library/report/3312,,
FC002358,reference,FNRI,"Cashew, young lvs",D041,https://i.fnri.dost.gov.ph/fct/library/report/3320,,
FC002359,reference,FNRI,Cassava lvs,D043,https://i.fnri.dost.gov.ph/fct/library/report/3322,,
FC002360,reference,FNRI,Fragrant manjack lvs,D059,https://i.fnri.dost.gov.ph/fct/library/report/3338,,
FC002361,reference,FNRI,Cowpea lvs,D061,https://i.fnri.dost.gov.ph/fct/library/report/3340,,
FC002362,reference,FNRI,Crown daisy lvs,D066,https://i.fnri.dost.gov.ph/fct/library/report/3345,,
FC002363,reference,FNRI,"Kutcharitas lvs, green",D067,https://i.fnri.dost.gov.ph/fct/library/report/3346,,
FC002364,reference,FNRI,"Kutcharitas lvs, red",D068,https://i.fnri.dost.gov.ph/fct/library/report/3347,,
FC002365,reference,FNRI,East Indian lotus fruit,D070,https://i.fnri.dost.gov.ph/fct/library/report/3349,,
FC002366,reference,FNRI,East Indian lotus lvs,D071,https://i.fnri.dost.gov.ph/fct/library/report/3350,,
FC002367,reference,FNRI,"Flowering fern, lvs",D077,https://i.fnri.dost.gov.ph/fct/library/report/3356,,
FC002368,reference,FNRI,Foetid cassia lvs,D078,https://i.fnri.dost.gov.ph/fct/library/report/3357,,
FC002369,reference,FNRI,Fragrant premna lvs,D079,https://i.fnri.dost.gov.ph/fct/library/report/3358,,
FC002370,reference,FNRI,"Galo fruit, whole",D081,https://i.fnri.dost.gov.ph/fct/library/report/3360,,
FC002371,reference,FNRI,Glynus lvs,D088,https://i.fnri.dost.gov.ph/fct/library/report/3367,,
FC002372,reference,FNRI,Guava lvs,D089,https://i.fnri.dost.gov.ph/fct/library/report/3368,,
FC002373,reference,FNRI,Himbaba-o lvs,D092,https://i.fnri.dost.gov.ph/fct/library/report/3371,,
FC002374,reference,FNRI,Lagikway lvs,D111,https://i.fnri.dost.gov.ph/fct/library/report/3390,,
FC002375,reference,FNRI,"Lettuce tree, young lvs",D116,https://i.fnri.dost.gov.ph/fct/library/report/3395,,
FC002376,reference,FNRI,"Limang sugat, young lvs",D120,https://i.fnri.dost.gov.ph/fct/library/report/3399,,
FC002377,reference,FNRI,Malibaddu,D123,https://i.fnri.dost.gov.ph/fct/library/report/3402,,
FC002378,reference,FNRI,"Mango, young lvs",D124,https://i.fnri.dost.gov.ph/fct/library/report/3403,,
FC002379,reference,FNRI,Mexican lilac flower,D127,https://i.fnri.dost.gov.ph/fct/library/report/3406,,
FC002380,reference,FNRI,Morning glory lvs,D129,https://i.fnri.dost.gov.ph/fct/library/report/3408,,
FC002381,reference,FNRI,"Palm-like fig, young lvs",D151,https://i.fnri.dost.gov.ph/fct/library/report/3430,,
FC002382,reference,FNRI,Pansit-pansitan,D153,https://i.fnri.dost.gov.ph/fct/library/report/3432,,
FC002383,reference,FNRI,"Papaya, young lvs",D155,https://i.fnri.dost.gov.ph/fct/library/report/3434,,
FC002384,reference,FNRI,Papaya petioles,D157,https://i.fnri.dost.gov.ph/fct/library/report/3436,,
FC002385,reference,FNRI,Malabar bauhinia lvs,D178,https://i.fnri.dost.gov.ph/fct/library/report/3457,,
FC002386,reference,FNRI,"Prickly chaff-flower, lvs",D179,https://i.fnri.dost.gov.ph/fct/library/report/3458,,
FC002387,reference,FNRI,Racaba lvs,D182,https://i.fnri.dost.gov.ph/fct/library/report/3461,,
FC002388,reference,FNRI,"Rhubarb, young petioles",D186,https://i.fnri.dost.gov.ph/fct/library/report/3465,,
FC002389,reference,FNRI,Roselle lvs,D187,https://i.fnri.dost.gov.ph/fct/library/report/3466,,
FC002390,reference,FNRI,"Sabitan, lvs",D188,https://i.fnri.dost.gov.ph/fct/library/report/3467,,
FC002391,reference,FNRI,"Seaweed, gut weed, dried",D189,https://i.fnri.dost.gov.ph/fct/library/report/3468,,
FC002392,reference,FNRI,Sea purslane lvs,D190,https://i.fnri.dost.gov.ph/fct/library/report/3469,,
FC002393,reference,FNRI,"Seaweed, balbalulang",D192,https://i.fnri.dost.gov.ph/fct/library/report/3471,,
FC002394,reference,FNRI,"Seaweed, kawkawayan",D194,https://i.fnri.dost.gov.ph/fct/library/report/3473,,
FC002395,reference,FNRI,"Seaweed, kulot",D195,https://i.fnri.dost.gov.ph/fct/library/report/3474,,
FC002396,reference,FNRI,Sesbania lvs,D201,https://i.fnri.dost.gov.ph/fct/library/report/3480,,
FC002397,reference,FNRI,"Snap bean seed, black & brown, fresh",D210,https://i.fnri.dost.gov.ph/fct/library/report/3489,,
FC002398,reference,FNRI,"Spanish plum, young lvs",D215,https://i.fnri.dost.gov.ph/fct/library/report/3494,,
FC002399,reference,FNRI,Spiny pigweed/Thorny amaranth lvs,D217,https://i.fnri.dost.gov.ph/fct/library/report/3496,,
FC002400,reference,FNRI,"Sugar palm, heart of palm",D240,https://i.fnri.dost.gov.ph/fct/library/report/3519,,
FC002401,reference,FNRI,Swamp amaranth lvs,D241,https://i.fnri.dost.gov.ph/fct/library/report/3520,,
FC002402,reference,FNRI,Tamarind flower,D248,https://i.fnri.dost.gov.ph/fct/library/report/3527,,
FC002403,reference,FNRI,Tamarind lvs,D249,https://i.fnri.dost.gov.ph/fct/library/report/3528,,
FC002404,reference,FNRI,Ivy gourd lvs,D251,https://i.fnri.dost.gov.ph/fct/library/report/3530,,
FC002405,reference,FNRI,Wild ginger,D271,https://i.fnri.dost.gov.ph/fct/library/report/3550,,
FC002406,reference,FNRI,"Papaya fruit, unripe, dried",D285,https://i.fnri.dost.gov.ph/fct/library/report/3564,,
FC002407,reference,FNRI,"Bagbagkong flower, raw",D294,https://i.fnri.dost.gov.ph/fct/library/report/3573,,
FC002408,reference,FNRI,"Mangrove apple, raw",D298,https://i.fnri.dost.gov.ph/fct/library/report/3577,,
FC002409,reference,FNRI,"Ivy gourd, immature fruit, raw",D299,https://i.fnri.dost.gov.ph/fct/library/report/3578,,
FC002410,reference,FNRI,"Libas, mature lvs",D301,https://i.fnri.dost.gov.ph/fct/library/report/3580,,
FC002411,reference,FNRI,"Libas, young lvs",D302,https://i.fnri.dost.gov.ph/fct/library/report/3581,,
FC002412,reference,FNRI,"Thyme, fresh",D303,https://i.fnri.dost.gov.ph/fct/library/report/3582,,
FC002413,reference,FNRI,Atemoya,E003,https://i.fnri.dost.gov.ph/fct/library/report/3585,,
FC002414,reference,FNRI,Barbados gooseberry,E021,https://i.fnri.dost.gov.ph/fct/library/report/3603,,
FC002415,reference,FNRI,Buri palm,E022,https://i.fnri.dost.gov.ph/fct/library/report/3604,,
FC002416,reference,FNRI,Johey oak,E034,https://i.fnri.dost.gov.ph/fct/library/report/3616,,
FC002417,reference,FNRI,Kalumpit,E038,https://i.fnri.dost.gov.ph/fct/library/report/3620,,
FC002418,reference,FNRI,Lemon peel,E041,https://i.fnri.dost.gov.ph/fct/library/report/3623,,
FC002419,reference,FNRI,Lime peel,E043,https://i.fnri.dost.gov.ph/fct/library/report/3625,,
FC002420,reference,FNRI,Lipoti,E044,https://i.fnri.dost.gov.ph/fct/library/report/3626,,
FC002421,reference,FNRI,Madras thorn,E046,https://i.fnri.dost.gov.ph/fct/library/report/3628,,
FC002422,reference,FNRI,Malay gooseberry,E048,https://i.fnri.dost.gov.ph/fct/library/report/3630,,
FC002423,reference,FNRI,Many-spiked flacourtia,E059,https://i.fnri.dost.gov.ph/fct/library/report/3641,,
FC002424,reference,FNRI,Marmalade plum,E060,https://i.fnri.dost.gov.ph/fct/library/report/3642,,
FC002425,reference,FNRI,Philippine dillenia,E072,https://i.fnri.dost.gov.ph/fct/library/report/3654,,
FC002426,reference,FNRI,Rattan fruit,E077,https://i.fnri.dost.gov.ph/fct/library/report/3659,,
FC002427,reference,FNRI,Susong-kalabaw,E092,https://i.fnri.dost.gov.ph/fct/library/report/3674,,
FC002428,reference,FNRI,"Kandis, flesh",E118,https://i.fnri.dost.gov.ph/fct/library/report/3700,,
FC002429,reference,FNRI,"Kandis, pulp",E119,https://i.fnri.dost.gov.ph/fct/library/report/3701,,
FC002430,reference,FNRI,"Libas fruit, ripe",E120,https://i.fnri.dost.gov.ph/fct/library/report/3702,,
FC002431,reference,FNRI,"Libas fruit, unripe",E121,https://i.fnri.dost.gov.ph/fct/library/report/3703,,
FC002432,reference,FNRI,Maraitum,E122,https://i.fnri.dost.gov.ph/fct/library/report/3704,,
FC002433,reference,FNRI,Palau-biyok,E123,https://i.fnri.dost.gov.ph/fct/library/report/3705,,
FC002434,reference,FNRI,Sapinit,E124,https://i.fnri.dost.gov.ph/fct/library/report/3706,,
FC002435,reference,FNRI,Tabo,E125,https://i.fnri.dost.gov.ph/fct/library/report/3707,,
FC002436,reference,FNRI,"Clam, rayed shell",G028,https://i.fnri.dost.gov.ph/fct/library/report/4008,,
FC002437,reference,FNRI,"Clam, tongue",G030,https://i.fnri.dost.gov.ph/fct/library/report/4010,,
FC002438,reference,FNRI,"Clam, tongue, head, blanched",G031,https://i.fnri.dost.gov.ph/fct/library/report/4011,,
FC002439,reference,FNRI,"Clam, tongue, tail",G032,https://i.fnri.dost.gov.ph/fct/library/report/4012,,
FC002440,reference,FNRI,"Clam, wedge shell/bean",G034,https://i.fnri.dost.gov.ph/fct/library/report/4014,,
FC002441,reference,FNRI,"Croaker, tigertooth",G045,https://i.fnri.dost.gov.ph/fct/library/report/4025,,
FC002442,reference,FNRI,"Croaker, plain",G046,https://i.fnri.dost.gov.ph/fct/library/report/4026,,
FC002443,reference,FNRI,"Croaker, smooth-scaled whiskered",G047,https://i.fnri.dost.gov.ph/fct/library/report/4027,,
FC002444,reference,FNRI,"Drepane, speckled",G048,https://i.fnri.dost.gov.ph/fct/library/report/4028,,
FC002445,reference,FNRI,"Flatfish/Brill, rough-scaled",G052,https://i.fnri.dost.gov.ph/fct/library/report/4032,,
FC002446,reference,FNRI,"Flatfish/Brill, smooth-scaled",G053,https://i.fnri.dost.gov.ph/fct/library/report/4033,,
FC002447,reference,FNRI,"Flatfish/Turbot, Indian",G054,https://i.fnri.dost.gov.ph/fct/library/report/4034,,
FC002448,reference,FNRI,"Flathead, Indian",G055,https://i.fnri.dost.gov.ph/fct/library/report/4035,,
FC002449,reference,FNRI,"Halfbeak, long billed",G065,https://i.fnri.dost.gov.ph/fct/library/report/4045,,
FC002450,reference,FNRI,"Mojarra, longfin",G077,https://i.fnri.dost.gov.ph/fct/library/report/4057,,
FC002451,reference,FNRI,"Mojarra, whipfin",G078,https://i.fnri.dost.gov.ph/fct/library/report/4058,,
FC002452,reference,FNRI,Moray,G080,https://i.fnri.dost.gov.ph/fct/library/report/4060,,
FC002453,reference,FNRI,"Parrot fish, daisy",G091,https://i.fnri.dost.gov.ph/fct/library/report/4071,,
FC002454,reference,FNRI,"Threadfish, Indian",G092,https://i.fnri.dost.gov.ph/fct/library/report/4072,,
FC002455,reference,FNRI,"Silvergrunt, bluecheek",G093,https://i.fnri.dost.gov.ph/fct/library/report/4073,,
FC002456,reference,FNRI,"Emperor, pink ear",G096,https://i.fnri.dost.gov.ph/fct/library/report/4076,,
FC002457,reference,FNRI,"Runner, rainbow",G099,https://i.fnri.dost.gov.ph/fct/library/report/4079,,
FC002458,reference,FNRI,Silver-bar fish,G123,https://i.fnri.dost.gov.ph/fct/library/report/4103,,
FC002459,reference,FNRI,"Slipmouth, black-finned",G125,https://i.fnri.dost.gov.ph/fct/library/report/4105,,
FC002460,reference,FNRI,"Snail, black",G127,https://i.fnri.dost.gov.ph/fct/library/report/4107,,
FC002461,reference,FNRI,Spadefish,G130,https://i.fnri.dost.gov.ph/fct/library/report/4110,,
FC002462,reference,FNRI,"Sting ray, blue-spotted",G133,https://i.fnri.dost.gov.ph/fct/library/report/4113,,
FC002463,reference,FNRI,"Sting ray, honeycomb",G134,https://i.fnri.dost.gov.ph/fct/library/report/4114,,
FC002464,reference,FNRI,"Surgeonfish, blue-lined",G135,https://i.fnri.dost.gov.ph/fct/library/report/4115,,
FC002465,reference,FNRI,Tarpon,G137,https://i.fnri.dost.gov.ph/fct/library/report/4117,,
FC002466,reference,FNRI,"Ten-pounder, Hawaiian",G138,https://i.fnri.dost.gov.ph/fct/library/report/4118,,
FC002467,reference,FNRI,"Therapon, convex-lined",G139,https://i.fnri.dost.gov.ph/fct/library/report/4119,,
FC002468,reference,FNRI,"Theraponid, silvery",G140,https://i.fnri.dost.gov.ph/fct/library/report/4120,,
FC002469,reference,FNRI,"Terapon, largescaled",G141,https://i.fnri.dost.gov.ph/fct/library/report/4121,,
FC002470,reference,FNRI,Threadfin fish,G142,https://i.fnri.dost.gov.ph/fct/library/report/4122,,
FC002471,reference,FNRI,"Threadfin, fourfinger",G143,https://i.fnri.dost.gov.ph/fct/library/report/4123,,
FC002472,reference,FNRI,"Threadfin, small-mouth",G144,https://i.fnri.dost.gov.ph/fct/library/report/4124,,
FC002473,reference,FNRI,"Amber fish, dried",G149,https://i.fnri.dost.gov.ph/fct/library/report/4129,,
FC002474,reference,FNRI,"Fusilier, goldband, dried",G152,https://i.fnri.dost.gov.ph/fct/library/report/4132,,
FC002475,reference,FNRI,"Cavalla, banded, dried",G155,https://i.fnri.dost.gov.ph/fct/library/report/4135,,
FC002476,reference,FNRI,"Crevalle, deep-bellied, dried",G158,https://i.fnri.dost.gov.ph/fct/library/report/4138,,
FC002477,reference,FNRI,"Croaker, plain, dried",G159,https://i.fnri.dost.gov.ph/fct/library/report/4139,,
FC002478,reference,FNRI,"Eel, swamp, dried",G160,https://i.fnri.dost.gov.ph/fct/library/report/4140,,
FC002479,reference,FNRI,"Gizzard shad, short-finned, dried",G166,https://i.fnri.dost.gov.ph/fct/library/report/4146,,
FC002480,reference,FNRI,"Gizzard shad, short-finned, smoked",G167,https://i.fnri.dost.gov.ph/fct/library/report/4147,,
FC002481,reference,FNRI,"Goby, flat-headed, dried",G168,https://i.fnri.dost.gov.ph/fct/library/report/4148,,
FC002482,reference,FNRI,"Sinarapan, dried",G169,https://i.fnri.dost.gov.ph/fct/library/report/4149,,
FC002483,reference,FNRI,"Hard-tail, dried",G171,https://i.fnri.dost.gov.ph/fct/library/report/4151,,
FC002484,reference,FNRI,"Jellyfish, dried",G172,https://i.fnri.dost.gov.ph/fct/library/report/4152,,
FC002485,reference,FNRI,"Lizard fish, common, dried",G173,https://i.fnri.dost.gov.ph/fct/library/report/4153,,
FC002486,reference,FNRI,"Mullet, black-finned, dried",G185,https://i.fnri.dost.gov.ph/fct/library/report/4165,,
FC002487,reference,FNRI,"Mullet, large-scaled, dried",G186,https://i.fnri.dost.gov.ph/fct/library/report/4166,,
FC002488,reference,FNRI,"Bream, doublewhip threadfin, dried",G187,https://i.fnri.dost.gov.ph/fct/library/report/4167,,
FC002489,reference,FNRI,"Parrot fish, daisy, dried",G189,https://i.fnri.dost.gov.ph/fct/library/report/4169,,
FC002490,reference,FNRI,"Emperor, pink ear, dried",G190,https://i.fnri.dost.gov.ph/fct/library/report/4170,,
FC002491,reference,FNRI,"Seabream, goldsilk, dried",G191,https://i.fnri.dost.gov.ph/fct/library/report/4171,,
FC002492,reference,FNRI,"Runner, rainbow, in oil, cnd",G193,https://i.fnri.dost.gov.ph/fct/library/report/4173,,
FC002493,reference,FNRI,"Siganid, javan, dried",G213,https://i.fnri.dost.gov.ph/fct/library/report/4193,,
FC002494,reference,FNRI,"Sting ray, honeycomb, dried",G218,https://i.fnri.dost.gov.ph/fct/library/report/4198,,
FC002495,reference,FNRI,"Surgeonfish, blue-lined, dried",G219,https://i.fnri.dost.gov.ph/fct/library/report/4199,,
FC002496,reference,FNRI,"Swordfish, dried",G220,https://i.fnri.dost.gov.ph/fct/library/report/4200,,
FC002497,reference,FNRI,"Theraponid, silvery, dried",G221,https://i.fnri.dost.gov.ph/fct/library/report/4201,,
FC002498,reference,FNRI,"Beef w/chickpeas, cnd",R038,https://i.fnri.dost.gov.ph/fct/library/report/4458,,
FC002499,reference,FNRI,"Meat ball & quail egg, sw & sr sce, cnd",R045,https://i.fnri.dost.gov.ph/fct/library/report/4465,,
FC002500,reference,FNRI,"Pork leg w/ mushroom sce, cnd",R055,https://i.fnri.dost.gov.ph/fct/library/report/4475,,
FC002501,reference,FNRI,"Pork leg, mushroom & chestnut, cnd",R056,https://i.fnri.dost.gov.ph/fct/library/report/4476,,
FC002502,reference,FNRI,"Pork w/ black beans, cnd",R059,https://i.fnri.dost.gov.ph/fct/library/report/4479,,
FC002503,reference,FNRI,"Roast beef hash, cnd",R061,https://i.fnri.dost.gov.ph/fct/library/report/4481,,
FC002504,reference,FNRI,"Soup, beans w/ bacon, cond, cnd",R066,https://i.fnri.dost.gov.ph/fct/library/report/4486,,
FC002505,reference,FNRI,"Soup, bird's nest (nido), cond, cnd",R068,https://i.fnri.dost.gov.ph/fct/library/report/4488,,
FC002506,reference,FNRI,"Soup, chicken & veg, cond, cnd",R071,https://i.fnri.dost.gov.ph/fct/library/report/4491,,
FC002507,reference,FNRI,"Soup, corn potage, cond, cnd",R073,https://i.fnri.dost.gov.ph/fct/library/report/4493,,
FC002508,reference,FNRI,"Soup, cream of asparagus, cond, cnd",R074,https://i.fnri.dost.gov.ph/fct/library/report/4494,,
FC002509,reference,FNRI,"Soup, cream of chicken, cond, cnd",R075,https://i.fnri.dost.gov.ph/fct/library/report/4495,,
FC002510,reference,FNRI,"Soup, noodles & beef, cond, cnd",R078,https://i.fnri.dost.gov.ph/fct/library/report/4498,,
FC002511,reference,FNRI,"Soup, turkey noodle, cnd",R082,https://i.fnri.dost.gov.ph/fct/library/report/4502,,
FC002512,reference,FNRI,"Soup, veg alphabet, cnd",R083,https://i.fnri.dost.gov.ph/fct/library/report/4503,,
FC002513,reference,FNRI,"Soup, veg, cond, cnd",R084,https://i.fnri.dost.gov.ph/fct/library/report/4504,,
FC002514,reference,FNRI,"Soup, vermicelli & chicken, cond, cnd",R085,https://i.fnri.dost.gov.ph/fct/library/report/4505,,
FC002515,reference,FNRI,"Hotcake, prep, w/ MLP",R088,https://i.fnri.dost.gov.ph/fct/library/report/4508,,
FC002516,reference,FNRI,"Polvoron, prep, w/ MLP",R089,https://i.fnri.dost.gov.ph/fct/library/report/4509,,
FC002517,reference,FNRI,"Ice candy, prep, w/ MLP",R091,https://i.fnri.dost.gov.ph/fct/library/report/4511,,
FC002518,reference,FNRI,"Yacon shake, prep",R092,https://i.fnri.dost.gov.ph/fct/library/report/4512,,
FC002519,reference,FNRI,"Carbonara, prep, w/ MLP",R093,https://i.fnri.dost.gov.ph/fct/library/report/4513,,
FC002520,reference,FNRI,"Fruit salad, prep, w/ yacon",R094,https://i.fnri.dost.gov.ph/fct/library/report/4514,,
FC002521,reference,FNRI,"Macaroni salad, prep, w/ yacon",R095,https://i.fnri.dost.gov.ph/fct/library/report/4515,,
FC002522,reference,FNRI,"Waldorf salad, prep, w/ yacon",R096,https://i.fnri.dost.gov.ph/fct/library/report/4516,,
FC002523,reference,FNRI,"Anchovy fry omelet, prep, w/ MLP",R097,https://i.fnri.dost.gov.ph/fct/library/report/4517,,
FC002524,reference,FNRI,"Red snapper fritata, prep, w/ MLP",R098,https://i.fnri.dost.gov.ph/fct/library/report/4518,,
FC002525,reference,FNRI,"Chopsuey, prep, w/ yacon",R099,https://i.fnri.dost.gov.ph/fct/library/report/4519,,
FC002526,reference,FNRI,"Wonton soup, prep, w/ MLP",R100,https://i.fnri.dost.gov.ph/fct/library/report/4520,,
FC002527,reference,FNRI,"Pork wonton, prep, w/ MLP",R101,https://i.fnri.dost.gov.ph/fct/library/report/4521,,
FC002528,reference,FNRI,"Scrambled egg, prep, w/ MLP",R102,https://i.fnri.dost.gov.ph/fct/library/report/4522,,
FC002529,reference,FNRI,"Shanghai pork roll, prep, w/ yacon",R103,https://i.fnri.dost.gov.ph/fct/library/report/4523,,
FC002530,reference,FNRI,"Fried rice mix, w/ yacon",R104,https://i.fnri.dost.gov.ph/fct/library/report/4524,,
FC002531,reference,FNRI,"Vegetable stir-fry w/ quail eggs, prep, w/ yacon",R105,https://i.fnri.dost.gov.ph/fct/library/report/4525,,
FC002532,reference,FNRI,"Vegetable soup, prep, w/ yacon",R106,https://i.fnri.dost.gov.ph/fct/library/report/4526,,
FC002533,reference,FNRI,"Vegetable spring roll, fresh, w/ yacon",R107,https://i.fnri.dost.gov.ph/fct/library/report/4527,,
FC002534,reference,FNRI,"Marang seed, dried, boiled",C026,https://i.fnri.dost.gov.ph/fct/library/report/3236,,
FC002535,reference,FNRI,"Davao wonder bean seed, dried",C011,https://i.fnri.dost.gov.ph/fct/library/report/3221,,
FC002536,reference,FNRI,"Java olive seed, dried",C016,https://i.fnri.dost.gov.ph/fct/library/report/3226,,
FC002537,reference,FNRI,"Kaatoan bangkal  seed, dried",C017,https://i.fnri.dost.gov.ph/fct/library/report/3227,,
FC002538,reference,FNRI,"Marang seed, dried",C025,https://i.fnri.dost.gov.ph/fct/library/report/3235,,
FC002539,reference,FNRI,"Negro coffee seed, dried",C033,https://i.fnri.dost.gov.ph/fct/library/report/3243,,
FC002540,reference,FNRI,Yautia,B024,https://i.fnri.dost.gov.ph/fct/library/report/3191,,
FC002541,reference,FNRI,"Beef brain, boiled",F004,https://i.fnri.dost.gov.ph/fct/library/report/3711,,
FC002542,reference,FNRI,"Beef omasum, boiled",F024,https://i.fnri.dost.gov.ph/fct/library/report/3731,,
FC002543,reference,FNRI,"Beef reticulum, boiled",F028,https://i.fnri.dost.gov.ph/fct/library/report/3735,,
FC002544,reference,FNRI,"Beef spleen, boiled",F043,https://i.fnri.dost.gov.ph/fct/library/report/3750,,
FC002545,reference,FNRI,"Pork spleen, boiled",F184,https://i.fnri.dost.gov.ph/fct/library/report/3891,,
FC002546,reference,FNRI,Beef blood,F001,https://i.fnri.dost.gov.ph/fct/library/report/3708,,
FC002547,reference,FNRI,Beef brain,F003,https://i.fnri.dost.gov.ph/fct/library/report/3710,,
FC002548,reference,FNRI,Beef head,F010,https://i.fnri.dost.gov.ph/fct/library/report/3717,,
FC002549,reference,FNRI,"Beef intestine, large",F012,https://i.fnri.dost.gov.ph/fct/library/report/3719,,
FC002550,reference,FNRI,"Beef intestine, small",F013,https://i.fnri.dost.gov.ph/fct/library/report/3720,,
FC002551,reference,FNRI,Beef lung,F021,https://i.fnri.dost.gov.ph/fct/library/report/3728,,
FC002552,reference,FNRI,Beef mammary,F022,https://i.fnri.dost.gov.ph/fct/library/report/3729,,
FC002553,reference,FNRI,Beef omasum,F023,https://i.fnri.dost.gov.ph/fct/library/report/3730,,
FC002554,reference,FNRI,Beef reticulum,F027,https://i.fnri.dost.gov.ph/fct/library/report/3734,,
FC002555,reference,FNRI,Beef spleen,F042,https://i.fnri.dost.gov.ph/fct/library/report/3749,,
FC002556,reference,FNRI,Beef uterus,F051,https://i.fnri.dost.gov.ph/fct/library/report/3758,,
FC002557,reference,FNRI,Carabeef blood,F052,https://i.fnri.dost.gov.ph/fct/library/report/3759,,
FC002558,reference,FNRI,Carabeef brain,F053,https://i.fnri.dost.gov.ph/fct/library/report/3760,,
FC002559,reference,FNRI,Carabeef heart,F055,https://i.fnri.dost.gov.ph/fct/library/report/3762,,
FC002560,reference,FNRI,"Carabeef intestine, large",F056,https://i.fnri.dost.gov.ph/fct/library/report/3763,,
